,Date,DFF,Inflation_Rate, Open_Dow, High_Dow, Low_Dow, Close_Dow,Average_Dow, Open_Nasdaq, High_Nasdaq, Low_Nasdaq, Close_Nasdaq,Average_Nasdaq, Open_S&P, High_S&P, Low_S&P, Close_S&P,Average_S&P
1404,5/21/13,0.09,2.28,17410.42,17410.42,17410.42,17410.42,17410.42,3495.46,3512.15,3486.88,3502.12,3498.79,1666.2,1674.93,1662.67,1669.16,1667.68
1405,5/22/13,0.08,2.27,17240.97,17240.97,17240.97,17240.97,17240.97,3503.48,3532.04,3446.96,3463.3,3483.3900000000003,1669.39,1687.18,1648.86,1655.35,1662.37
1406,5/23/13,0.08,2.26,17200.14,17200.14,17200.14,17200.14,17200.14,3426.07,3467.13,3422.51,3459.42,3442.745,1651.62,1655.5,1635.53,1650.51,1651.065
1407,5/24/13,0.09,2.27,17185.56,17185.56,17185.56,17185.56,17185.56,3438.28,3459.47,3429.31,3459.14,3448.71,1646.67,1649.78,1636.88,1649.6,1648.135
1409,5/28/13,0.09,2.29,17303.9,17303.9,17303.9,17303.9,17303.9,3497.9,3514.8,3475.39,3488.89,3493.395,1652.63,1674.21,1652.63,1660.06,1656.345
1410,5/29/13,0.08,2.23,17174.57,17174.57,17174.57,17174.57,17174.57,3471.67,3479.53,3450.4,3467.52,3469.5950000000003,1656.57,1656.57,1640.05,1648.36,1652.465
1411,5/30/13,0.08,2.18,17247.96,17247.96,17247.96,17247.96,17247.96,3473.21,3503.82,3473.04,3491.3,3482.255,1649.14,1661.91,1648.61,1654.41,1651.775
1412,5/31/13,0.09,2.21,17014.54,17014.54,17014.54,17014.54,17014.54,3478.22,3500.67,3455.84,3455.91,3467.0649999999996,1652.13,1658.99,1630.74,1630.74,1641.435
1413,6/3/13,0.1,2.2,17098.28,17098.28,17098.28,17098.28,17098.28,3460.76,3465.84,3419.39,3465.37,3463.065,1631.71,1640.42,1622.72,1640.42,1636.065
1414,6/4/13,0.11,2.19,16998.8,16998.8,16998.8,16998.8,16998.8,3467.02,3482.75,3430.02,3445.26,3456.1400000000003,1640.73,1646.53,1623.62,1631.38,1636.055
1415,6/5/13,0.09,2.16,16764.29,16764.29,16764.29,16764.29,16764.29,3432.85,3446.15,3397.91,3401.48,3417.165,1629.05,1629.31,1607.09,1608.9,1618.975
1416,6/6/13,0.1,2.13,16917.18,16917.18,16917.18,16917.18,16917.18,3404.41,3424.05,3378.24,3424.05,3414.23,1609.29,1622.56,1598.23,1622.56,1615.925
1417,6/7/13,0.09,2.14,17124.93,17124.93,17124.93,17124.93,17124.93,3437.84,3471.73,3429.43,3469.22,3453.5299999999997,1625.27,1644.4,1625.27,1643.38,1634.325
1418,6/10/13,0.09,2.11,17127.45,17127.45,17127.45,17127.45,17127.45,3475.68,3484.81,3465.54,3473.77,3474.725,1644.67,1648.69,1639.26,1642.81,1643.74
1419,6/11/13,0.09,2.07,16948.54,16948.54,16948.54,16948.54,16948.54,3436.62,3466.57,3426.57,3436.95,3436.785,1638.64,1640.13,1622.92,1626.13,1632.3850000000002
1420,6/12/13,0.08,2.04,16803.55,16803.55,16803.55,16803.55,16803.55,3458.14,3459.18,3395.91,3400.43,3429.285,1629.94,1637.71,1610.92,1612.52,1621.23
1421,6/13/13,0.09,2.04,17059.7,17059.7,17059.7,17059.7,17059.7,3398.54,3451.03,3387.61,3445.37,3421.955,1612.15,1639.25,1608.07,1636.36,1624.255
1422,6/14/13,0.1,2.05,16964.13,16964.13,16964.13,16964.13,16964.13,3442.31,3448.4,3419.32,3423.56,3432.935,1635.52,1640.8,1623.96,1626.73,1631.125
1423,6/17/13,0.11,2.04,17086.11,17086.11,17086.11,17086.11,17086.11,3449.97,3468.56,3436.34,3452.13,3451.05,1630.64,1646.5,1630.34,1639.04,1634.8400000000001
1424,6/18/13,0.12,2.06,17223.95,17223.95,17223.95,17223.95,17223.95,3456.29,3488.31,3456.09,3482.18,3469.2349999999997,1639.77,1654.19,1639.77,1651.81,1645.79
1425,6/19/13,0.1,2.04,16987.87,16987.87,16987.87,16987.87,16987.87,3483.59,3485.45,3443.2,3443.2,3463.395,1651.83,1652.45,1628.91,1628.93,1640.38
1426,6/20/13,0.1,1.95,16558.88,16558.88,16558.88,16558.88,16558.88,3405.14,3412.94,3355.93,3364.63,3384.885,1624.62,1624.62,1584.32,1588.19,1606.405
1427,6/21/13,0.1,1.93,16593.2,16593.2,16593.2,16593.2,16593.2,3367.81,3377.3,3326.86,3357.25,3362.5299999999997,1588.62,1599.19,1577.7,1592.43,1590.525
1428,6/24/13,0.1,1.93,16391.84,16391.84,16391.84,16391.84,16391.84,3326.37,3344.66,3294.95,3320.76,3323.565,1588.77,1588.77,1560.33,1573.09,1580.9299999999998
1429,6/25/13,0.09,1.96,16555.29,16555.29,16555.29,16555.29,16555.29,3350.59,3358.31,3327.69,3347.89,3349.24,1577.52,1593.79,1577.09,1588.03,1582.775
1430,6/26/13,0.09,1.95,16704.88,16704.88,16704.88,16704.88,16704.88,3375.7,3383.7,3365.48,3376.22,3375.96,1592.27,1606.83,1592.27,1603.26,1597.7649999999999
1431,6/27/13,0.09,1.99,16835.11,16835.11,16835.11,16835.11,16835.11,3395.79,3412.79,3395.41,3401.86,3398.825,1606.44,1620.07,1606.44,1613.2,1609.8200000000002
1432,6/28/13,0.07,1.99,16771.31,16771.31,16771.31,16771.31,16771.31,3389.3,3422.2,3382.75,3403.25,3396.275,1611.12,1615.94,1601.06,1606.28,1608.6999999999998
1433,7/1/13,0.1,2.02,16884.33,16884.33,16884.33,16884.33,16884.33,3430.48,3454.43,3430.31,3434.49,3432.4849999999997,1609.78,1626.61,1609.78,1614.96,1612.37
1434,7/2/13,0.1,2.04,16873.22,16873.22,16873.22,16873.22,16873.22,3430.69,3453.29,3415.23,3433.4,3432.045,1614.29,1624.26,1606.77,1614.08,1614.185
1435,7/3/13,0.1,2.04,16887.21,16887.21,16887.21,16887.21,16887.21,3420.27,3455.42,3417.88,3443.67,3431.9700000000003,1611.48,1618.97,1604.57,1615.41,1613.4450000000002
1437,7/5/13,0.1,2.07,17066.43,17066.43,17066.43,17066.43,17066.43,3468.48,3479.46,3441.78,3479.38,3473.9300000000003,1618.65,1632.07,1614.71,1631.89,1625.27
1438,7/8/13,0.1,2.07,17148.46,17148.46,17148.46,17148.46,17148.46,3493.81,3495.51,3475.39,3484.83,3489.3199999999997,1634.2,1644.68,1634.2,1640.46,1637.33
1439,7/9/13,0.1,2.06,17278.6,17278.6,17278.6,17278.6,17278.6,3501.25,3508.81,3484.79,3504.26,3502.755,1642.89,1654.18,1642.89,1652.32,1647.605
1440,7/10/13,0.09,2.06,17285.92,17285.92,17285.92,17285.92,17285.92,3502.11,3522.99,3502.0,3520.76,3511.4350000000004,1651.56,1657.92,1647.66,1652.62,1652.09
1441,7/11/13,0.09,2.04,17518.74,17518.74,17518.74,17518.74,17518.74,3557.79,3579.29,3552.52,3578.3,3568.045,1657.41,1676.63,1657.41,1675.02,1666.2150000000001
1442,7/12/13,0.09,2.06,17575.06,17575.06,17575.06,17575.06,17575.06,3579.58,3600.08,3576.57,3600.08,3589.83,1675.26,1680.19,1672.33,1680.19,1677.725
1443,7/15/13,0.09,2.1,17607.82,17607.82,17607.82,17607.82,17607.82,3601.09,3609.59,3591.54,3607.49,3604.29,1679.59,1684.51,1677.89,1682.5,1681.045
1444,7/16/13,0.09,2.14,17535.2,17535.2,17535.2,17535.2,17535.2,3611.0,3611.35,3589.65,3598.5,3604.75,1682.7,1683.73,1671.84,1676.26,1679.48
1445,7/17/13,0.09,2.14,17589.53,17589.53,17589.53,17589.53,17589.53,3608.13,3615.79,3600.69,3610.0,3609.065,1677.91,1684.75,1677.91,1680.91,1679.41
1446,7/18/13,0.09,2.18,17686.08,17686.08,17686.08,17686.08,17686.08,3610.03,3624.54,3607.09,3611.28,3610.655,1681.05,1693.12,1681.05,1689.37,1685.21
1447,7/19/13,0.09,2.21,17710.83,17710.83,17710.83,17710.83,17710.83,3581.9,3589.05,3578.57,3587.61,3584.755,1686.15,1692.09,1684.08,1692.09,1689.12
1448,7/22/13,0.09,2.22,17750.49,17750.49,17750.49,17750.49,17750.49,3599.87,3601.92,3587.46,3600.39,3600.13,1694.41,1697.61,1690.67,1695.53,1694.97
1449,7/23/13,0.09,2.2,17720.22,17720.22,17720.22,17720.22,17720.22,3606.7,3606.7,3576.96,3579.27,3592.9849999999997,1696.63,1698.78,1691.13,1692.39,1694.5100000000002
1450,7/24/13,0.09,2.17,17641.01,17641.01,17641.01,17641.01,17641.01,3605.26,3606.28,3573.53,3579.6,3592.4300000000003,1696.06,1698.38,1682.57,1685.94,1691.0
1451,7/25/13,0.09,2.17,17702.56,17702.56,17702.56,17702.56,17702.56,3589.46,3606.19,3579.2,3605.19,3597.325,1685.21,1690.94,1680.07,1690.25,1687.73
1452,7/26/13,0.09,2.15,17704.07,17704.07,17704.07,17704.07,17704.07,3584.85,3613.33,3581.26,3613.16,3599.005,1687.31,1691.85,1676.03,1691.65,1689.48
1453,7/29/13,0.08,2.16,17633.07,17633.07,17633.07,17633.07,17633.07,3604.29,3618.86,3592.8,3599.14,3601.715,1690.32,1690.92,1681.86,1685.33,1687.8249999999998
1454,7/30/13,0.09,2.17,17651.13,17651.13,17651.13,17651.13,17651.13,3612.36,3629.12,3606.33,3616.47,3614.415,1687.92,1693.19,1682.42,1685.96,1686.94
1455,7/31/13,0.09,2.22,17658.61,17658.61,17658.61,17658.61,17658.61,3627.66,3649.35,3624.77,3626.37,3627.015,1687.76,1698.43,1684.94,1685.73,1686.745
1456,8/1/13,0.08,2.26,17892.77,17892.77,17892.77,17892.77,17892.77,3654.18,3678.5,3653.74,3675.74,3664.96,1689.42,1707.85,1689.42,1706.87,1698.145
1457,8/2/13,0.09,2.21,17916.44,17916.44,17916.44,17916.44,17916.44,3671.11,3689.59,3663.88,3689.59,3680.3500000000004,1706.1,1709.67,1700.68,1709.67,1707.885
1458,8/5/13,0.08,2.25,17898.88,17898.88,17898.88,17898.88,17898.88,3682.67,3694.19,3681.34,3692.95,3687.81,1708.01,1709.24,1703.55,1707.14,1707.575
1459,8/6/13,0.09,2.28,17779.77,17779.77,17779.77,17779.77,17779.77,3685.39,3690.32,3654.67,3665.77,3675.58,1705.79,1705.79,1693.29,1697.37,1701.58
1460,8/7/13,0.09,2.26,17702.6,17702.6,17702.6,17702.6,17702.6,3658.53,3663.2,3633.59,3654.01,3656.2700000000004,1695.3,1695.3,1684.91,1690.91,1693.105
1461,8/8/13,0.09,2.24,17777.98,17777.98,17777.98,17777.98,17777.98,3672.21,3675.71,3649.64,3669.12,3670.665,1693.35,1700.18,1688.38,1697.48,1695.415
1462,8/9/13,0.08,2.24,17726.57,17726.57,17726.57,17726.57,17726.57,3664.27,3677.83,3649.69,3660.11,3662.19,1696.1,1699.42,1686.02,1691.42,1693.76
1463,8/12/13,0.08,2.24,17717.2,17717.2,17717.2,17717.2,17717.2,3645.78,3673.51,3645.39,3669.95,3657.865,1688.37,1691.49,1683.35,1689.47,1688.92
1464,8/13/13,0.08,2.23,17750.07,17750.07,17750.07,17750.07,17750.07,3675.37,3691.06,3648.82,3684.44,3679.9049999999997,1690.65,1696.81,1682.62,1694.16,1692.4050000000002
1465,8/14/13,0.09,2.21,17658.79,17658.79,17658.79,17658.79,17658.79,3683.97,3686.55,3668.74,3669.27,3676.62,1693.88,1695.52,1684.83,1685.39,1689.6350000000002
1466,8/15/13,0.08,2.17,17397.4,17397.4,17397.4,17397.4,17397.4,3625.36,3626.77,3600.96,3606.12,3615.74,1679.61,1679.61,1658.59,1661.32,1670.465
1467,8/16/13,0.09,2.16,17340.9,17340.9,17340.9,17340.9,17340.9,3603.78,3621.46,3598.65,3602.78,3603.28,1661.22,1663.6,1652.61,1655.83,1658.525
1468,8/19/13,0.09,2.13,17227.86,17227.86,17227.86,17227.86,17227.86,3601.88,3623.48,3589.03,3589.09,3595.485,1655.25,1659.18,1645.84,1646.06,1650.655
1469,8/20/13,0.09,2.15,17324.04,17324.04,17324.04,17324.04,17324.04,3596.77,3625.26,3593.15,3613.59,3605.1800000000003,1646.81,1658.92,1646.08,1652.35,1649.58
1470,8/21/13,0.08,2.14,17224.09,17224.09,17224.09,17224.09,17224.09,3603.68,3630.23,3589.02,3599.79,3601.7349999999997,1650.66,1656.99,1639.43,1642.8,1646.73
1471,8/22/13,0.09,2.11,17385.18,17385.18,17385.18,17385.18,17385.18,3614.14,3639.21,3613.93,3638.71,3626.425,1645.03,1659.55,1645.03,1656.96,1650.995
1472,8/23/13,0.08,2.13,17450.09,17450.09,17450.09,17450.09,17450.09,3659.21,3660.66,3643.86,3657.79,3658.5,1659.92,1664.85,1654.81,1663.5,1661.71
1473,8/26/13,0.08,2.15,17395.96,17395.96,17395.96,17395.96,17395.96,3661.81,3684.22,3652.26,3657.57,3659.69,1664.29,1669.51,1656.02,1656.78,1660.5349999999999
1474,8/27/13,0.07,2.15,17101.07,17101.07,17101.07,17101.07,17101.07,3616.06,3629.95,3573.57,3578.52,3597.29,1652.54,1652.54,1629.05,1630.48,1641.51
1475,8/28/13,0.07,2.15,17148.69,17148.69,17148.69,17148.69,17148.69,3579.11,3607.36,3578.8,3593.35,3586.23,1630.25,1641.18,1627.47,1634.96,1632.605
1476,8/29/13,0.08,2.1,17199.74,17199.74,17199.74,17199.74,17199.74,3587.07,3635.84,3587.07,3620.3,3603.6850000000004,1633.5,1646.41,1630.88,1638.17,1635.835
1477,8/30/13,0.07,2.1,17115.35,17115.35,17115.35,17115.35,17115.35,3621.59,3621.78,3581.05,3589.87,3605.73,1638.89,1640.08,1628.05,1632.97,1635.93
1479,9/3/13,0.09,2.1,17185.28,17185.28,17185.28,17185.28,17185.28,3622.64,3637.06,3593.62,3612.61,3617.625,1635.95,1651.35,1633.41,1639.77,1637.8600000000001
1480,9/4/13,0.08,2.07,17326.93,17326.93,17326.93,17326.93,17326.93,3619.06,3651.78,3612.22,3649.04,3634.05,1640.72,1655.72,1637.41,1653.08,1646.9
1481,9/5/13,0.08,2.06,17354.31,17354.31,17354.31,17354.31,17354.31,3652.44,3665.01,3651.17,3658.78,3655.61,1653.28,1659.17,1653.07,1655.08,1654.1799999999998
1482,9/6/13,0.08,2.07,17360.15,17360.15,17360.15,17360.15,17360.15,3672.82,3677.07,3618.77,3660.01,3666.415,1657.44,1664.83,1640.62,1655.17,1656.305
1483,9/9/13,0.08,2.06,17550.88,17550.88,17550.88,17550.88,17550.88,3675.12,3708.42,3675.12,3706.18,3690.6499999999996,1656.85,1672.4,1656.85,1671.71,1664.28
1484,9/10/13,0.08,2.1,17686.06,17686.06,17686.06,17686.06,17686.06,3724.67,3729.38,3716.44,3729.02,3726.8450000000003,1674.32,1684.09,1674.32,1683.99,1679.155
1485,9/11/13,0.08,2.13,17733.82,17733.82,17733.82,17733.82,17733.82,3710.79,3726.59,3704.22,3725.01,3717.9,1681.04,1689.13,1678.7,1689.13,1685.085
1486,9/12/13,0.08,2.11,17669.07,17669.07,17669.07,17669.07,17669.07,3724.53,3731.84,3713.08,3715.97,3720.25,1689.21,1689.97,1681.96,1683.42,1686.315
1487,9/13/13,0.08,2.1,17719.1,17719.1,17719.1,17719.1,17719.1,3723.27,3724.73,3701.88,3722.18,3722.725,1685.04,1688.73,1682.22,1687.99,1686.5149999999999
1488,9/16/13,0.08,2.12,17812.44,17812.44,17812.44,17812.44,17812.44,3755.0,3756.24,3712.47,3717.85,3736.425,1691.7,1704.95,1691.7,1697.6,1694.65
1489,9/17/13,0.08,2.16,17901.44,17901.44,17901.44,17901.44,17901.44,3725.31,3747.08,3724.26,3745.7,3735.505,1697.73,1705.52,1697.73,1704.76,1701.245
1490,9/18/13,0.08,2.2,18111.44,18111.44,18111.44,18111.44,18111.44,3751.29,3790.7,3737.69,3783.64,3767.465,1705.74,1729.44,1700.35,1725.52,1715.63
1491,9/19/13,0.09,2.21,18081.78,18081.78,18081.78,18081.78,18081.78,3794.7,3798.15,3781.59,3789.38,3792.04,1727.34,1729.86,1720.2,1722.34,1724.84
1492,9/20/13,0.08,2.23,17956.96,17956.96,17956.96,17956.96,17956.96,3796.28,3798.76,3774.12,3774.73,3785.505,1722.44,1725.23,1708.89,1709.91,1716.1750000000002
1493,9/23/13,0.09,2.26,17875.19,17875.19,17875.19,17875.19,17875.19,3786.84,3787.14,3745.54,3765.29,3776.065,1711.44,1711.44,1697.1,1701.84,1706.6399999999999
1494,9/24/13,0.09,2.19,17847.36,17847.36,17847.36,17847.36,17847.36,3771.6,3789.85,3753.04,3768.25,3769.925,1702.6,1707.63,1694.9,1697.42,1700.01
1495,9/25/13,0.08,2.18,17811.36,17811.36,17811.36,17811.36,17811.36,3772.59,3782.92,3754.94,3761.1,3766.8450000000003,1698.02,1701.71,1691.88,1692.77,1695.395
1496,9/26/13,0.08,2.19,17879.48,17879.48,17879.48,17879.48,17879.48,3774.95,3795.72,3772.8,3787.43,3781.1899999999996,1694.05,1703.85,1693.11,1698.67,1696.3600000000001
1497,9/27/13,0.08,2.18,17809.02,17809.02,17809.02,17809.02,17809.02,3767.9,3788.35,3762.67,3781.59,3774.745,1695.52,1695.52,1687.11,1691.75,1693.635
1498,9/30/13,0.06,2.19,17718.25,17718.25,17718.25,17718.25,17718.25,3737.6,3780.97,3734.74,3771.48,3754.54,1687.26,1687.26,1674.99,1681.55,1684.405
1499,10/1/13,0.08,2.2,17880.2,17880.2,17880.2,17880.2,17880.2,3774.18,3817.98,3774.18,3817.98,3796.08,1682.41,1696.55,1682.07,1695.0,1688.705
1500,10/2/13,0.07,2.2,17862.09,17862.09,17862.09,17862.09,17862.09,3793.11,3819.28,3788.45,3815.02,3804.065,1691.9,1693.87,1680.34,1693.87,1692.885
1501,10/3/13,0.08,2.19,17699.53,17699.53,17699.53,17699.53,17699.53,3809.9,3816.96,3753.17,3774.34,3792.12,1692.35,1692.35,1670.36,1678.66,1685.505
1502,10/4/13,0.08,2.2,17827.32,17827.32,17827.32,17827.32,17827.32,3774.72,3812.86,3773.4,3807.75,3791.2349999999997,1678.79,1691.94,1677.33,1690.5,1684.645
1503,10/7/13,0.08,2.2,17667.21,17667.21,17667.21,17667.21,17667.21,3776.64,3800.08,3769.75,3770.38,3773.51,1687.15,1687.15,1674.7,1676.12,1681.635
1504,10/8/13,0.08,2.18,17425.92,17425.92,17425.92,17425.92,17425.92,3772.22,3772.49,3694.15,3694.83,3733.5249999999996,1676.22,1676.79,1655.03,1655.45,1665.835
1505,10/9/13,0.09,2.21,17417.14,17417.14,17417.14,17417.14,17417.14,3701.62,3702.15,3650.03,3677.78,3689.7,1656.99,1662.47,1646.47,1656.4,1656.6950000000002
1506,10/10/13,0.09,2.21,17803.6,17803.6,17803.6,17803.6,17803.6,3721.58,3764.72,3721.11,3760.75,3741.165,1660.88,1692.56,1660.88,1692.56,1676.72
1507,10/11/13,0.1,2.2,17929.75,17929.75,17929.75,17929.75,17929.75,3753.22,3794.37,3751.38,3791.87,3772.545,1691.09,1703.44,1688.52,1703.2,1697.145
1508,10/14/13,0.1,.,18004.85,18004.85,18004.85,18004.85,18004.85,3767.49,3816.41,3766.28,3815.27,3791.38,1699.86,1711.03,1692.13,1710.14,1705.0
1509,10/15/13,0.1,2.21,17873.33,17873.33,17873.33,17873.33,17873.33,3810.72,3824.44,3789.68,3794.01,3802.365,1709.17,1711.57,1695.93,1698.06,1703.615
1510,10/16/13,0.11,2.19,18117.88,18117.88,18117.88,18117.88,18117.88,3815.0,3840.48,3814.15,3839.43,3827.215,1700.49,1721.76,1700.49,1721.54,1711.0149999999999
1511,10/17/13,0.1,2.16,18250.7,18250.7,18250.7,18250.7,18250.7,3822.85,3863.49,3821.43,3863.15,3843.0,1720.17,1733.45,1714.12,1733.15,1726.66
1512,10/18/13,0.1,2.18,18379.94,18379.94,18379.94,18379.94,18379.94,3893.36,3914.93,3882.06,3914.28,3903.82,1736.72,1745.31,1735.74,1744.5,1740.6100000000001
1513,10/21/13,0.09,2.19,18377.19,18377.19,18377.19,18377.19,18377.19,3922.65,3931.45,3909.91,3920.05,3921.3500000000004,1745.2,1747.79,1740.67,1744.66,1744.93
1514,10/22/13,0.08,2.17,18475.79,18475.79,18475.79,18475.79,18475.79,3935.54,3947.67,3904.06,3929.57,3932.5550000000003,1746.48,1759.33,1746.48,1754.67,1750.575
1515,10/23/13,0.08,2.15,18385.05,18385.05,18385.05,18385.05,18385.05,3907.3,3911.64,3887.66,3907.07,3907.1850000000004,1752.27,1752.27,1740.5,1746.38,1749.325
1516,10/24/13,0.08,2.17,18454.99,18454.99,18454.99,18454.99,18454.99,3911.61,3932.6,3907.54,3928.96,3920.285,1747.48,1753.94,1745.5,1752.07,1749.775
1517,10/25/13,0.08,2.19,18522.1,18522.1,18522.1,18522.1,18522.1,3955.98,3961.1,3927.5,3943.36,3949.67,1756.01,1759.82,1752.45,1759.77,1757.8899999999999
1518,10/28/13,0.08,2.19,18534.23,18534.23,18534.23,18534.23,18534.23,3942.56,3947.58,3927.09,3940.13,3941.3450000000003,1759.42,1764.99,1757.67,1762.11,1760.7649999999999
1519,10/29/13,0.08,2.18,18626.52,18626.52,18626.52,18626.52,18626.52,3954.34,3957.12,3934.94,3952.34,3953.34,1762.93,1772.09,1762.93,1771.95,1767.44
1520,10/30/13,0.08,2.18,18515.22,18515.22,18515.22,18515.22,18515.22,3962.4,3966.71,3919.13,3930.62,3946.51,1772.27,1775.22,1757.24,1763.31,1767.79
1521,10/31/13,0.07,2.17,18449.85,18449.85,18449.85,18449.85,18449.85,3924.34,3945.04,3909.26,3919.71,3922.025,1763.24,1768.53,1755.72,1756.54,1759.8899999999999
1522,11/1/13,0.08,2.15,18489.03,18489.03,18489.03,18489.03,18489.03,3932.45,3938.48,3904.2,3922.04,3927.245,1758.7,1765.67,1752.7,1761.64,1760.17
1523,11/4/13,0.08,2.13,18571.79,18571.79,18571.79,18571.79,18571.79,3932.6,3937.5,3919.46,3936.59,3934.5950000000003,1763.4,1768.78,1761.56,1767.93,1765.665
1524,11/5/13,0.08,2.14,18516.26,18516.26,18516.26,18516.26,18516.26,3925.06,3947.27,3909.63,3939.86,3932.46,1765.67,1767.03,1755.76,1762.97,1764.3200000000002
1525,11/6/13,0.08,2.19,18566.02,18566.02,18566.02,18566.02,18566.02,3952.18,3955.97,3920.91,3931.95,3942.0649999999996,1765.0,1773.74,1764.4,1770.49,1767.745
1526,11/7/13,0.08,2.17,18302.59,18302.59,18302.59,18302.59,18302.59,3935.81,3938.33,3855.07,3857.33,3896.5699999999997,1770.74,1774.54,1746.2,1747.15,1758.9450000000002
1527,11/8/13,0.08,2.18,18554.32,18554.32,18554.32,18554.32,18554.32,3871.24,3919.23,3869.12,3919.23,3895.2349999999997,1748.37,1770.78,1747.63,1770.61,1759.4899999999998
1528,11/11/13,0.08,.,18575.26,18575.26,18575.26,18575.26,18575.26,3913.64,3925.34,3904.72,3919.79,3916.715,1769.96,1773.44,1767.85,1771.89,1770.9250000000002
1529,11/12/13,0.08,2.18,18537.56,18537.56,18537.56,18537.56,18537.56,3907.82,3922.27,3902.67,3919.92,3913.87,1769.51,1771.78,1762.29,1767.69,1768.6
1530,11/13/13,0.08,2.17,18698.46,18698.46,18698.46,18698.46,18698.46,3899.38,3965.58,3899.31,3965.58,3932.48,1764.37,1782.0,1760.64,1782.0,1773.185
1531,11/14/13,0.09,2.18,18779.29,18779.29,18779.29,18779.29,18779.29,3956.47,3975.89,3949.01,3972.74,3964.6049999999996,1782.75,1791.53,1780.22,1790.62,1786.685
1532,11/15/13,0.09,2.18,18859.17,18859.17,18859.17,18859.17,18859.17,3978.27,3985.97,3969.22,3985.97,3982.12,1790.66,1798.22,1790.66,1798.18,1794.42
1533,11/18/13,0.09,2.19,18765.86,18765.86,18765.86,18765.86,18765.86,3990.06,3994.97,3942.85,3949.07,3969.565,1798.82,1802.33,1788.0,1791.53,1795.175
1534,11/19/13,0.09,2.18,18710.5,18710.5,18710.5,18710.5,18710.5,3945.97,3960.44,3923.47,3931.55,3938.76,1790.79,1795.51,1784.72,1787.87,1789.33
1535,11/20/13,0.09,2.16,18647.23,18647.23,18647.23,18647.23,18647.23,3940.98,3952.08,3911.61,3921.27,3931.125,1789.59,1795.73,1777.23,1781.37,1785.48
1536,11/21/13,0.09,2.19,18821.23,18821.23,18821.23,18821.23,18821.23,3938.11,3970.91,3936.82,3969.15,3953.63,1783.52,1797.16,1783.52,1795.85,1789.685
1537,11/22/13,0.09,2.19,18912.74,18912.74,18912.74,18912.74,18912.74,3977.31,3991.66,3973.0,3991.65,3984.48,1797.21,1804.84,1794.7,1804.76,1800.9850000000001
1538,11/25/13,0.09,2.18,18886.4,18886.4,18886.4,18886.4,18886.4,4004.37,4007.09,3987.16,3994.57,3999.4700000000003,1806.33,1808.1,1800.58,1802.48,1804.405
1539,11/26/13,0.09,2.17,18908.23,18908.23,18908.23,18908.23,18908.23,3996.7,4026.99,3989.49,4017.75,4007.225,1802.87,1808.42,1800.77,1802.75,1802.81
1540,11/27/13,0.09,2.16,18961.05,18961.05,18961.05,18961.05,18961.05,4026.92,4045.81,4023.65,4044.75,4035.835,1803.48,1808.27,1802.77,1807.23,1805.355
1542,11/29/13,0.07,2.15,18947.89,18947.89,18947.89,18947.89,18947.89,4057.16,4069.7,4055.45,4059.89,4058.5249999999996,1808.69,1813.55,1803.98,1805.81,1807.25
1543,12/2/13,0.09,2.15,18887.03,18887.03,18887.03,18887.03,18887.03,4065.66,4068.49,4040.88,4045.26,4055.46,1806.55,1810.02,1798.6,1800.9,1803.725
1544,12/3/13,0.09,2.15,18823.26,18823.26,18823.26,18823.26,18823.26,4038.99,4050.08,4022.12,4037.2,4038.095,1800.1,1800.1,1787.85,1795.15,1797.625
1545,12/4/13,0.09,2.11,18801.91,18801.91,18801.91,18801.91,18801.91,4020.33,4051.73,4004.76,4038.0,4029.165,1793.15,1799.8,1779.09,1792.81,1792.98
1546,12/5/13,0.09,2.12,18738.15,18738.15,18738.15,18738.15,18738.15,4037.99,4043.71,4025.26,4033.16,4035.575,1792.82,1792.82,1783.38,1785.03,1788.925
1547,12/6/13,0.09,2.11,18930.84,18930.84,18930.84,18930.84,18930.84,4069.86,4069.86,4042.35,4062.52,4066.19,1788.36,1806.04,1788.36,1805.09,1796.725
1548,12/9/13,0.09,2.12,18961.33,18961.33,18961.33,18961.33,18961.33,4073.75,4081.78,4063.49,4068.75,4071.25,1806.21,1811.52,1806.21,1808.37,1807.29
1549,12/10/13,0.09,2.12,18897.87,18897.87,18897.87,18897.87,18897.87,4061.17,4074.01,4056.49,4060.49,4060.83,1807.6,1808.52,1801.75,1802.62,1805.11
1550,12/11/13,0.08,2.15,18666.73,18666.73,18666.73,18666.73,18666.73,4061.67,4065.08,3998.92,4003.81,4032.74,1802.76,1802.97,1780.09,1782.22,1792.49
1551,12/12/13,0.09,2.14,18617.08,18617.08,18617.08,18617.08,18617.08,4004.75,4013.54,3993.57,3998.4,4001.575,1781.71,1782.99,1772.28,1775.5,1778.605
1552,12/13/13,0.08,2.16,18629.86,18629.86,18629.86,18629.86,18629.86,4015.53,4017.45,3992.29,4000.98,4008.255,1777.98,1780.92,1772.45,1775.32,1776.65
1553,12/16/13,0.09,2.18,18754.95,18754.95,18754.95,18754.95,18754.95,4019.37,4043.0,4019.14,4029.52,4024.4449999999997,1777.48,1792.22,1777.48,1786.54,1782.01
1554,12/17/13,0.09,2.18,18708.36,18708.36,18708.36,18708.36,18708.36,4028.88,4034.69,4011.58,4023.68,4026.2799999999997,1786.47,1786.77,1777.05,1781.0,1783.7350000000001
